year,month,item_name,total_sales
2014,5,A&W Root Beer - 12 oz cans,2679.5
2014,6,A&W Root Beer - 12 oz cans,2656.5
2014,7,A&W Root Beer - 12 oz cans,3956.0
2014,8,A&W Root Beer - 12 oz cans,3312.0
2014,9,A&W Root Beer - 12 oz cans,4163.0
2014,10,A&W Root Beer - 12 oz cans,3024.5
2014,11,A&W Root Beer - 12 oz cans,3369.5
2014,12,A&W Root Beer - 12 oz cans,3070.5
2015,1,A&W Root Beer - 12 oz cans,3473.0
2015,2,A&W Root Beer - 12 oz cans,3795.0
2015,3,A&W Root Beer - 12 oz cans,3726.0
2015,4,A&W Root Beer - 12 oz cans,3254.5
2015,5,A&W Root Beer - 12 oz cans,3047.5
2015,6,A&W Root Beer - 12 oz cans,3783.5
2015,7,A&W Root Beer - 12 oz cans,2610.5
2015,8,A&W Root Beer - 12 oz cans,2806.0
2015,9,A&W Root Beer - 12 oz cans,3024.5
2015,10,A&W Root Beer - 12 oz cans,3496.0
2015,11,A&W Root Beer - 12 oz cans,4013.5
2015,12,A&W Root Beer - 12 oz cans,3208.5
2016,1,A&W Root Beer - 12 oz cans,3036.0
2016,2,A&W Root Beer - 12 oz cans,3289.0
2016,3,A&W Root Beer - 12 oz cans,3668.5
2016,4,A&W Root Beer - 12 oz cans,1955.0
2016,5,A&W Root Beer - 12 oz cans,2645.0
2016,6,A&W Root Beer - 12 oz cans,2656.5
2016,7,A&W Root Beer - 12 oz cans,4876.0
2016,8,A&W Root Beer - 12 oz cans,3415.5
2016,9,A&W Root Beer - 12 oz cans,2576.0
2016,10,A&W Root Beer - 12 oz cans,3496.0
2016,11,A&W Root Beer - 12 oz cans,2829.0
2016,12,A&W Root Beer - 12 oz cans,2978.5
2017,1,A&W Root Beer - 12 oz cans,3438.5
2017,2,A&W Root Beer - 12 oz cans,2392.0
2017,3,A&W Root Beer - 12 oz cans,4002.0
2017,4,A&W Root Beer - 12 oz cans,3047.5
2017,5,A&W Root Beer - 12 oz cans,2507.0
2017,6,A&W Root Beer - 12 oz cans,3358.0
2017,7,A&W Root Beer - 12 oz cans,3070.5
2017,8,A&W Root Beer - 12 oz cans,3783.5
2017,9,A&W Root Beer - 12 oz cans,3128.0
2017,10,A&W Root Beer - 12 oz cans,3818.0
2017,11,A&W Root Beer - 12 oz cans,3300.5
2017,12,A&W Root Beer - 12 oz cans,2794.5
2018,1,A&W Root Beer - 12 oz cans,3990.5
2018,2,A&W Root Beer - 12 oz cans,3266.0
2018,3,A&W Root Beer - 12 oz cans,3093.5
2018,4,A&W Root Beer - 12 oz cans,3783.5
2018,5,A&W Root Beer - 12 oz cans,2760.0
2018,6,A&W Root Beer - 12 oz cans,4439.0
2018,7,A&W Root Beer - 12 oz cans,3887.0
2018,8,A&W Root Beer - 12 oz cans,3875.5
2018,9,A&W Root Beer - 12 oz cans,2024.0
2018,10,A&W Root Beer - 12 oz cans,3519.0
2018,11,A&W Root Beer - 12 oz cans,3254.5
2018,12,A&W Root Beer - 12 oz cans,2955.5
2019,1,A&W Root Beer - 12 oz cans,3668.5
2019,2,A&W Root Beer - 12 oz cans,2840.5
2019,3,A&W Root Beer - 12 oz cans,3300.5
2019,4,A&W Root Beer - 12 oz cans,2967.0
2019,5,A&W Root Beer - 12 oz cans,3369.5
2019,6,A&W Root Beer - 12 oz cans,2806.0
2019,7,A&W Root Beer - 12 oz cans,3105.0
2019,8,A&W Root Beer - 12 oz cans,3944.5
2019,9,A&W Root Beer - 12 oz cans,3369.5
2019,10,A&W Root Beer - 12 oz cans,2633.5
2019,11,A&W Root Beer - 12 oz cans,3082.0
2019,12,A&W Root Beer - 12 oz cans,2426.5
2020,1,A&W Root Beer - 12 oz cans,2461.0
2020,2,A&W Root Beer - 12 oz cans,2875.0
2020,3,A&W Root Beer - 12 oz cans,3105.0
2020,4,A&W Root Beer - 12 oz cans,3657.0
2020,5,A&W Root Beer - 12 oz cans,3496.0
2020,6,A&W Root Beer - 12 oz cans,3346.5
2020,7,A&W Root Beer - 12 oz cans,3059.0
2020,8,A&W Root Beer - 12 oz cans,2990.0
2020,9,A&W Root Beer - 12 oz cans,3208.5
2020,10,A&W Root Beer - 12 oz cans,3174.0
2020,11,A&W Root Beer - 12 oz cans,2886.5
2020,12,A&W Root Beer - 12 oz cans,3599.5
2021,1,A&W Root Beer - 12 oz cans,1943.5
2014,1,A&W Root Beer Diet - 12 oz cans,627.75
2014,2,A&W Root Beer Diet - 12 oz cans,1525.50
2014,3,A&W Root Beer Diet - 12 oz cans,2220.75
2014,4,A&W Root Beer Diet - 12 oz cans,1937.25
2014,5,A&W Root Beer Diet - 12 oz cans,1748.25
2014,6,A&W Root Beer Diet - 12 oz cans,1930.50
2014,7,A&W Root Beer Diet - 12 oz cans,2247.75
2014,8,A&W Root Beer Diet - 12 oz cans,2065.50
2014,9,A&W Root Beer Diet - 12 oz cans,1721.25
2014,10,A&W Root Beer Diet - 12 oz cans,1761.75
2014,11,A&W Root Beer Diet - 12 oz cans,1775.25
2014,12,A&W Root Beer Diet - 12 oz cans,1856.25
2015,1,A&W Root Beer Diet - 12 oz cans,1896.75
2015,2,A&W Root Beer Diet - 12 oz cans,2072.25
2015,3,A&W Root Beer Diet - 12 oz cans,1944.00
2015,4,A&W Root Beer Diet - 12 oz cans,2079.00
2015,5,A&W Root Beer Diet - 12 oz cans,1998.00
2015,6,A&W Root Beer Diet - 12 oz cans,1667.25
2015,7,A&W Root Beer Diet - 12 oz cans,2072.25
2015,8,A&W Root Beer Diet - 12 oz cans,2173.50
2015,9,A&W Root Beer Diet - 12 oz cans,2477.25
2015,10,A&W Root Beer Diet - 12 oz cans,2396.25
2015,11,A&W Root Beer Diet - 12 oz cans,2146.50
2015,12,A&W Root Beer Diet - 12 oz cans,1890.00
2016,1,A&W Root Beer Diet - 12 oz cans,1572.75
2016,2,A&W Root Beer Diet - 12 oz cans,1667.25
2016,3,A&W Root Beer Diet - 12 oz cans,1883.25
2016,4,A&W Root Beer Diet - 12 oz cans,2166.75
2016,5,A&W Root Beer Diet - 12 oz cans,1782.00
2016,6,A&W Root Beer Diet - 12 oz cans,2328.75
2016,7,A&W Root Beer Diet - 12 oz cans,1242.00
2016,8,A&W Root Beer Diet - 12 oz cans,1788.75
2016,9,A&W Root Beer Diet - 12 oz cans,1539.00
2016,10,A&W Root Beer Diet - 12 oz cans,1410.75
2016,11,A&W Root Beer Diet - 12 oz cans,2052.00
2016,12,A&W Root Beer Diet - 12 oz cans,1566.00
2017,1,A&W Root Beer Diet - 12 oz cans,1815.75
2017,2,A&W Root Beer Diet - 12 oz cans,2146.50
2017,3,A&W Root Beer Diet - 12 oz cans,1802.25
2017,4,A&W Root Beer Diet - 12 oz cans,2166.75
2017,5,A&W Root Beer Diet - 12 oz cans,1748.25
2017,6,A&W Root Beer Diet - 12 oz cans,2173.50
2017,7,A&W Root Beer Diet - 12 oz cans,2571.75
2017,8,A&W Root Beer Diet - 12 oz cans,1431.00
2017,9,A&W Root Beer Diet - 12 oz cans,2045.25
2017,10,A&W Root Beer Diet - 12 oz cans,1410.75
2017,11,A&W Root Beer Diet - 12 oz cans,1802.25
2017,12,A&W Root Beer Diet - 12 oz cans,2153.25
2018,1,A&W Root Beer Diet - 12 oz cans,1653.75
2018,2,A&W Root Beer Diet - 12 oz cans,1687.50
2018,3,A&W Root Beer Diet - 12 oz cans,1680.75
2018,4,A&W Root Beer Diet - 12 oz cans,1674.00
2018,5,A&W Root Beer Diet - 12 oz cans,1701.00
2018,6,A&W Root Beer Diet - 12 oz cans,1559.25
2018,7,A&W Root Beer Diet - 12 oz cans,2274.75
2018,8,A&W Root Beer Diet - 12 oz cans,1653.75
2018,9,A&W Root Beer Diet - 12 oz cans,1356.75
2018,10,A&W Root Beer Diet - 12 oz cans,1586.25
2018,11,A&W Root Beer Diet - 12 oz cans,1444.50
2018,12,A&W Root Beer Diet - 12 oz cans,1741.50
2019,1,A&W Root Beer Diet - 12 oz cans,2011.50
2019,2,A&W Root Beer Diet - 12 oz cans,2200.50
2019,3,A&W Root Beer Diet - 12 oz cans,2335.50
2019,4,A&W Root Beer Diet - 12 oz cans,2092.50
2019,5,A&W Root Beer Diet - 12 oz cans,1721.25
2019,6,A&W Root Beer Diet - 12 oz cans,1323.00
2019,7,A&W Root Beer Diet - 12 oz cans,1613.25
2019,8,A&W Root Beer Diet - 12 oz cans,2045.25
2019,9,A&W Root Beer Diet - 12 oz cans,1370.25
2019,10,A&W Root Beer Diet - 12 oz cans,1761.75
2019,11,A&W Root Beer Diet - 12 oz cans,1748.25
2019,12,A&W Root Beer Diet - 12 oz cans,1633.50
2020,1,A&W Root Beer Diet - 12 oz cans,1593.00
2020,2,A&W Root Beer Diet - 12 oz cans,1782.00
2020,3,A&W Root Beer Diet - 12 oz cans,2639.25
2020,4,A&W Root Beer Diet - 12 oz cans,1653.75
2020,5,A&W Root Beer Diet - 12 oz cans,1086.75
2020,6,A&W Root Beer Diet - 12 oz cans,1444.50
2020,7,A&W Root Beer Diet - 12 oz cans,1822.50
2020,8,A&W Root Beer Diet - 12 oz cans,2308.50
2020,9,A&W Root Beer Diet - 12 oz cans,2274.75
2020,10,A&W Root Beer Diet - 12 oz cans,1950.75
2020,11,A&W Root Beer Diet - 12 oz cans,1755.00
2020,12,A&W Root Beer Diet - 12 oz cans,1883.25
2021,1,A&W Root Beer Diet - 12 oz cans,1917.00
2014,1,Advil 2 pill packets,1610.0
2014,2,Advil 2 pill packets,3416.0
2014,3,Advil 2 pill packets,3920.0
2014,4,Advil 2 pill packets,3584.0
2014,5,Advil 2 pill packets,4214.0
2014,6,Advil 2 pill packets,4088.0
2014,7,Advil 2 pill packets,3822.0
2014,8,Advil 2 pill packets,3612.0
2014,9,Advil 2 pill packets,3346.0
2014,10,Advil 2 pill packets,3038.0
2014,11,Advil 2 pill packets,3402.0
2014,12,Advil 2 pill packets,5320.0
2015,1,Advil 2 pill packets,3080.0
2015,2,Advil 2 pill packets,4144.0
2015,3,Advil 2 pill packets,4592.0
2015,4,Advil 2 pill packets,2940.0
2015,5,Advil 2 pill packets,5082.0
2015,6,Advil 2 pill packets,3584.0
2015,7,Advil 2 pill packets,4522.0
2015,8,Advil 2 pill packets,3668.0
2015,9,Advil 2 pill packets,4060.0
2015,10,Advil 2 pill packets,4284.0
2015,11,Advil 2 pill packets,4368.0
2015,12,Advil 2 pill packets,4102.0
2016,1,Advil 2 pill packets,3066.0
2016,2,Advil 2 pill packets,4606.0
2016,3,Advil 2 pill packets,3794.0
2016,4,Advil 2 pill packets,3864.0
2016,5,Advil 2 pill packets,3696.0
2016,6,Advil 2 pill packets,3584.0
2016,7,Advil 2 pill packets,3864.0
2016,8,Advil 2 pill packets,3346.0
2016,9,Advil 2 pill packets,3472.0
2016,10,Advil 2 pill packets,3220.0
2016,11,Advil 2 pill packets,3206.0
2016,12,Advil 2 pill packets,3458.0
2017,1,Advil 2 pill packets,4368.0
2017,2,Advil 2 pill packets,4004.0
2017,3,Advil 2 pill packets,3934.0
2017,4,Advil 2 pill packets,4592.0
2017,5,Advil 2 pill packets,4256.0
2017,6,Advil 2 pill packets,3808.0
2017,7,Advil 2 pill packets,3584.0
2017,8,Advil 2 pill packets,4256.0
2017,9,Advil 2 pill packets,3682.0
2017,10,Advil 2 pill packets,4032.0
2017,11,Advil 2 pill packets,3738.0
2017,12,Advil 2 pill packets,5334.0
2018,1,Advil 2 pill packets,3458.0
2018,2,Advil 2 pill packets,3150.0
2018,3,Advil 2 pill packets,3668.0
2018,4,Advil 2 pill packets,4732.0
2018,5,Advil 2 pill packets,4214.0
2018,6,Advil 2 pill packets,4032.0
2018,7,Advil 2 pill packets,3934.0
2018,8,Advil 2 pill packets,4088.0
2018,9,Advil 2 pill packets,4074.0
2018,10,Advil 2 pill packets,4634.0
2018,11,Advil 2 pill packets,4592.0
2018,12,Advil 2 pill packets,4480.0
2019,1,Advil 2 pill packets,2632.0
2019,2,Advil 2 pill packets,2982.0
2019,3,Advil 2 pill packets,3990.0
2019,4,Advil 2 pill packets,3598.0
2019,5,Advil 2 pill packets,5054.0
2019,6,Advil 2 pill packets,3584.0
2019,7,Advil 2 pill packets,3906.0
2019,8,Advil 2 pill packets,3514.0
2019,9,Advil 2 pill packets,3710.0
2019,10,Advil 2 pill packets,3556.0
2019,11,Advil 2 pill packets,3696.0
2019,12,Advil 2 pill packets,4508.0
2020,1,Advil 2 pill packets,3234.0
2020,2,Advil 2 pill packets,2982.0
2020,3,Advil 2 pill packets,3878.0
2020,4,Advil 2 pill packets,4018.0
2020,5,Advil 2 pill packets,3808.0
2020,6,Advil 2 pill packets,3682.0
2020,7,Advil 2 pill packets,3976.0
2020,8,Advil 2 pill packets,4074.0
2020,9,Advil 2 pill packets,2548.0
2020,10,Advil 2 pill packets,3556.0
2020,11,Advil 2 pill packets,3794.0
2020,12,Advil 2 pill packets,4032.0
2021,1,Advil 2 pill packets,1834.0
2014,1,All Purpose Cleaner 409 Spray,1350.0
2014,2,All Purpose Cleaner 409 Spray,4464.0
2014,3,All Purpose Cleaner 409 Spray,4680.0
2014,4,All Purpose Cleaner 409 Spray,5382.0
2014,5,All Purpose Cleaner 409 Spray,6462.0
2014,6,All Purpose Cleaner 409 Spray,3690.0
2014,7,All Purpose Cleaner 409 Spray,4896.0
2014,8,All Purpose Cleaner 409 Spray,4698.0
2014,9,All Purpose Cleaner 409 Spray,4662.0
2014,10,All Purpose Cleaner 409 Spray,6048.0
2014,11,All Purpose Cleaner 409 Spray,5058.0
2014,12,All Purpose Cleaner 409 Spray,4050.0
2015,1,All Purpose Cleaner 409 Spray,4626.0
2015,2,All Purpose Cleaner 409 Spray,3222.0
2015,3,All Purpose Cleaner 409 Spray,4644.0
2015,4,All Purpose Cleaner 409 Spray,3636.0
2015,5,All Purpose Cleaner 409 Spray,4536.0
2015,6,All Purpose Cleaner 409 Spray,5706.0
2015,7,All Purpose Cleaner 409 Spray,4284.0
2015,8,All Purpose Cleaner 409 Spray,5220.0
2015,9,All Purpose Cleaner 409 Spray,5022.0
2015,10,All Purpose Cleaner 409 Spray,5328.0
2015,11,All Purpose Cleaner 409 Spray,4536.0
2015,12,All Purpose Cleaner 409 Spray,4914.0
2016,1,All Purpose Cleaner 409 Spray,4536.0
2016,2,All Purpose Cleaner 409 Spray,3654.0
2016,3,All Purpose Cleaner 409 Spray,4284.0
2016,4,All Purpose Cleaner 409 Spray,5832.0
2016,5,All Purpose Cleaner 409 Spray,3906.0
2016,6,All Purpose Cleaner 409 Spray,3762.0
2016,7,All Purpose Cleaner 409 Spray,5886.0
2016,8,All Purpose Cleaner 409 Spray,4158.0
2016,9,All Purpose Cleaner 409 Spray,3996.0
2016,10,All Purpose Cleaner 409 Spray,5274.0
2016,11,All Purpose Cleaner 409 Spray,4734.0
2016,12,All Purpose Cleaner 409 Spray,4032.0
2017,1,All Purpose Cleaner 409 Spray,4698.0
2017,2,All Purpose Cleaner 409 Spray,3582.0
2017,3,All Purpose Cleaner 409 Spray,7110.0
2017,4,All Purpose Cleaner 409 Spray,4500.0
2017,5,All Purpose Cleaner 409 Spray,4176.0
2017,6,All Purpose Cleaner 409 Spray,4572.0
2017,7,All Purpose Cleaner 409 Spray,6066.0
2017,8,All Purpose Cleaner 409 Spray,5202.0
2017,9,All Purpose Cleaner 409 Spray,3906.0
2017,10,All Purpose Cleaner 409 Spray,4842.0
2017,11,All Purpose Cleaner 409 Spray,5598.0
2017,12,All Purpose Cleaner 409 Spray,2772.0
2018,1,All Purpose Cleaner 409 Spray,4896.0
2018,2,All Purpose Cleaner 409 Spray,4158.0
2018,3,All Purpose Cleaner 409 Spray,5166.0
2018,4,All Purpose Cleaner 409 Spray,3924.0
2018,5,All Purpose Cleaner 409 Spray,5454.0
2018,6,All Purpose Cleaner 409 Spray,4230.0
2018,7,All Purpose Cleaner 409 Spray,4536.0
2018,8,All Purpose Cleaner 409 Spray,4986.0
2018,9,All Purpose Cleaner 409 Spray,6012.0
2018,10,All Purpose Cleaner 409 Spray,4176.0
2018,11,All Purpose Cleaner 409 Spray,6930.0
2018,12,All Purpose Cleaner 409 Spray,7308.0
2019,1,All Purpose Cleaner 409 Spray,5832.0
2019,2,All Purpose Cleaner 409 Spray,3960.0
2019,3,All Purpose Cleaner 409 Spray,5400.0
2019,4,All Purpose Cleaner 409 Spray,4572.0
2019,5,All Purpose Cleaner 409 Spray,4590.0
2019,6,All Purpose Cleaner 409 Spray,5382.0
2019,7,All Purpose Cleaner 409 Spray,5148.0
2019,8,All Purpose Cleaner 409 Spray,4338.0
2019,9,All Purpose Cleaner 409 Spray,5940.0
2019,10,All Purpose Cleaner 409 Spray,4176.0
2019,11,All Purpose Cleaner 409 Spray,4842.0
2019,12,All Purpose Cleaner 409 Spray,6084.0
2020,1,All Purpose Cleaner 409 Spray,3726.0
2020,2,All Purpose Cleaner 409 Spray,4608.0
2020,3,All Purpose Cleaner 409 Spray,3672.0
2020,4,All Purpose Cleaner 409 Spray,3384.0
2020,5,All Purpose Cleaner 409 Spray,3942.0
2020,6,All Purpose Cleaner 409 Spray,5112.0
2020,7,All Purpose Cleaner 409 Spray,5004.0
2020,8,All Purpose Cleaner 409 Spray,6048.0
2020,9,All Purpose Cleaner 409 Spray,3744.0
2020,10,All Purpose Cleaner 409 Spray,4770.0
2020,11,All Purpose Cleaner 409 Spray,5670.0
2020,12,All Purpose Cleaner 409 Spray,4878.0
2021,1,All Purpose Cleaner 409 Spray,3582.0
2014,1,Altoids Small Packs Variety,1092.0
2014,2,Altoids Small Packs Variety,3396.0
2014,3,Altoids Small Packs Variety,3816.0
2014,4,Altoids Small Packs Variety,4404.0
2014,5,Altoids Small Packs Variety,3216.0
2014,6,Altoids Small Packs Variety,2484.0
2014,7,Altoids Small Packs Variety,3876.0
2014,8,Altoids Small Packs Variety,2988.0
2014,9,Altoids Small Packs Variety,3288.0
2014,10,Altoids Small Packs Variety,3312.0
2014,11,Altoids Small Packs Variety,2796.0
2014,12,Altoids Small Packs Variety,2736.0
2015,1,Altoids Small Packs Variety,2364.0
2015,2,Altoids Small Packs Variety,2616.0
2015,3,Altoids Small Packs Variety,3180.0
2015,4,Altoids Small Packs Variety,3516.0
2015,5,Altoids Small Packs Variety,3780.0
2015,6,Altoids Small Packs Variety,3132.0
2015,7,Altoids Small Packs Variety,3960.0
2015,8,Altoids Small Packs Variety,3072.0
2015,9,Altoids Small Packs Variety,2160.0
2015,10,Altoids Small Packs Variety,4368.0
2015,11,Altoids Small Packs Variety,4164.0
2015,12,Altoids Small Packs Variety,3276.0
2016,1,Altoids Small Packs Variety,2760.0
2016,2,Altoids Small Packs Variety,3432.0
2016,3,Altoids Small Packs Variety,3408.0
2016,4,Altoids Small Packs Variety,3012.0
2016,5,Altoids Small Packs Variety,3288.0
2016,6,Altoids Small Packs Variety,3456.0
2016,7,Altoids Small Packs Variety,3336.0
2016,8,Altoids Small Packs Variety,3372.0
2016,9,Altoids Small Packs Variety,2904.0
2016,10,Altoids Small Packs Variety,3324.0
2016,11,Altoids Small Packs Variety,3408.0
2016,12,Altoids Small Packs Variety,3000.0
2017,1,Altoids Small Packs Variety,3360.0
2017,2,Altoids Small Packs Variety,3576.0
2017,3,Altoids Small Packs Variety,4440.0
2017,4,Altoids Small Packs Variety,3360.0
2017,5,Altoids Small Packs Variety,2880.0
2017,6,Altoids Small Packs Variety,3576.0
2017,7,Altoids Small Packs Variety,3624.0
2017,8,Altoids Small Packs Variety,3036.0
2017,9,Altoids Small Packs Variety,2940.0
2017,10,Altoids Small Packs Variety,2784.0
2017,11,Altoids Small Packs Variety,2424.0
2017,12,Altoids Small Packs Variety,2820.0
2018,1,Altoids Small Packs Variety,3888.0
2018,2,Altoids Small Packs Variety,2904.0
2018,3,Altoids Small Packs Variety,3696.0
2018,4,Altoids Small Packs Variety,3396.0
2018,5,Altoids Small Packs Variety,4296.0
2018,6,Altoids Small Packs Variety,3984.0
2018,7,Altoids Small Packs Variety,3024.0
2018,8,Altoids Small Packs Variety,3000.0
2018,9,Altoids Small Packs Variety,3096.0
2018,10,Altoids Small Packs Variety,3048.0
2018,11,Altoids Small Packs Variety,3336.0
2018,12,Altoids Small Packs Variety,2844.0
2019,1,Altoids Small Packs Variety,2796.0
2019,2,Altoids Small Packs Variety,2688.0
2019,3,Altoids Small Packs Variety,3660.0
2019,4,Altoids Small Packs Variety,3504.0
2019,5,Altoids Small Packs Variety,2364.0
2019,6,Altoids Small Packs Variety,2700.0
2019,7,Altoids Small Packs Variety,3432.0
2019,8,Altoids Small Packs Variety,3300.0
2019,9,Altoids Small Packs Variety,2496.0
2019,10,Altoids Small Packs Variety,2808.0
2019,11,Altoids Small Packs Variety,3372.0
2019,12,Altoids Small Packs Variety,4248.0
2020,1,Altoids Small Packs Variety,3912.0
2020,2,Altoids Small Packs Variety,2688.0
2020,3,Altoids Small Packs Variety,2736.0
2020,4,Altoids Small Packs Variety,4032.0
2020,5,Altoids Small Packs Variety,2832.0
2020,6,Altoids Small Packs Variety,3408.0
2020,7,Altoids Small Packs Variety,2664.0
2020,8,Altoids Small Packs Variety,2928.0
2020,9,Altoids Small Packs Variety,3096.0
2020,10,Altoids Small Packs Variety,4284.0
2020,11,Altoids Small Packs Variety,3732.0
2020,12,Altoids Small Packs Variety,3144.0
2021,1,Altoids Small Packs Variety,2352.0
2014,1,Apple Sauce Variety GoGO Squeeze 3.2oz,1848.0
2014,2,Apple Sauce Variety GoGO Squeeze 3.2oz,2996.0
2014,3,Apple Sauce Variety GoGO Squeeze 3.2oz,4592.0
2014,4,Apple Sauce Variety GoGO Squeeze 3.2oz,3430.0
2014,5,Apple Sauce Variety GoGO Squeeze 3.2oz,3570.0
2014,6,Apple Sauce Variety GoGO Squeeze 3.2oz,4214.0
2014,7,Apple Sauce Variety GoGO Squeeze 3.2oz,3934.0
2014,8,Apple Sauce Variety GoGO Squeeze 3.2oz,3794.0
2014,9,Apple Sauce Variety GoGO Squeeze 3.2oz,3738.0
2014,10,Apple Sauce Variety GoGO Squeeze 3.2oz,4522.0
2014,11,Apple Sauce Variety GoGO Squeeze 3.2oz,3486.0
2014,12,Apple Sauce Variety GoGO Squeeze 3.2oz,3724.0
2015,1,Apple Sauce Variety GoGO Squeeze 3.2oz,4480.0
2015,2,Apple Sauce Variety GoGO Squeeze 3.2oz,3948.0
2015,3,Apple Sauce Variety GoGO Squeeze 3.2oz,2968.0
2015,4,Apple Sauce Variety GoGO Squeeze 3.2oz,3542.0
2015,5,Apple Sauce Variety GoGO Squeeze 3.2oz,5334.0
