upazila_id,name,district_id
555233,HATIBANDHA,5552
555239,KALIGANJ,5552
555270,PATGRAM,5552
557364,NILPHAMARI,5573
557312,DIMLA,5573
557315,DOMAR UPAZILA,5573
557336,JALDHAKA,5573
557345,KISHOREGANJ,5573
557385,SAIDPUR UPAZILA,5573
557773,PANCHAGARH,5577
557704,ATWARI,5577
557725,BODA,5577
557734,DEBIGANJ,5577
557790,TENTULIA,5577
559494,THAKURGAON,5594
559408,BALIADANGI,5594
559451,HARIPUR,5594
559482,PIRGANJ,5594
559486,RANISANKAIL,5594
508140,MATIHAR,5081
508110,BAGHA,5081
508112,BAGHMARA,5081
508122,BOALIA,5081
508125,CHARGHAT,5081
508131,DURGAPUR,5081
508134,GODAGARI,5081
508153,MOHANPUR,5081
508172,PABA,5081
508182,PUTHIA,5081
508185,RAJPARA,5081
508190,SHAH MAKHDUM,5081
508194,TANORE,5081
501020,BOGRA,5010
501006,ADAMDIGHI,5010
501027,DHUNAT,5010
501033,DHUPCHANCHIA,5010
501040,GABTALI,5010
501054,KAHALOO,5010
501067,NANDIGRAM,5010
501081,SARIAKANDI,5010
501085,SHAJAHANPUR,5010
501088,SHERPUR,5010
501094,SHIBGANJ,5010
501095,SONATOLA,5010
503847,JOYPURHAT,5038
503813,AKKELPUR,5038
503858,KALAI,5038
503861,KHETLAL,5038
503874,PANCHBIBI,5038
506460,NAOGAON,5064
506403,ATRAI,5064
506406,BADALGACHHI,5064
506428,DHAMOIRHAT,5064
506447,MANDA,5064
506450,MAHADEBPUR,5064
506469,NIAMATPUR,5064
506475,PATNITALA,5064
506479,PORSHA,5064
506485,RANINAGAR,5064
506486,SAPAHAR,5064
506963,NATORE,5069
506909,BAGATIPARA,5069
506915,BARAIGRAM,5069
506941,GURUDASPUR,5069
506944,LALPUR,5069
506955,NALDANGA,5069
506991,SINGRA,5069
507066,CHAPAI NABABGANJ,5070
507018,BHOLAHAT,5070
507037,GOMASTAPUR,5070
507056,NACHOLE,5070
507088,SHIBGANJ,5070
507655,PABNA,5076
507605,ATGHARIA,5076
507616,BERA,5076
507619,BHANGURA,5076
507622,CHATMOHAR,5076
507633,FARIDPUR,5076
507639,ISHWARDI,5076
507672,SANTHIA,5076
507683,SUJANAGAR,5076
508878,SIRAJGANJ,5088
508811,BELKUCHI,5088
508827,CHAUHALI,5088
508844,KAMARKHANDA,5088
508850,KAZIPUR,5088
508861,ROYGANJ,5088
508867,SHAHJADPUR,5088
508867,NATUN BAZAR,5088
508889,TARASH,5088
508894,ULLAH PARA,5088
456152,MYMENSINGH,4561
456113,BHALUKA,4561
456116,DHOBAURA,4561
456120,FULBARIA,4561
456122,GAFFARGAON,4561
456123,GAURIPUR,4561
456124,HALUAGHAT,4561
456131,ISHWARGANJ,4561
456165,MUKTAGACHHA,4561
456172,NANDAIL,4561
456181,PHULPUR,4561
456188,TARAKANDA,4561
456194,TRISHAL,4561
453936,JAMALPUR,4539
453907,BAKSHIGANJ,4539
453915,DEWANGANJ,4539
453929,ISLAMPUR,4539
453958,MADARGANJ,4539
453961,MELANDAHA,4539
453985,SARISHABARI UPAZILA,4539
457274,NETROKONA,4572
457204,ATPARA,4572
457209,BARHATTA,4572
457218,DURGAPUR,4572
457238,KHALIAJURI,4572
457240,KALMAKANDA,4572
457247,KENDUA,4572
457256,MADAN,4572
457263,MOHANGANJ,4572
457283,PURBADHALA,4572
458988,SHERPUR,4589
458937,JHENAIGATI,4589
458967,NAKLA,4589
458970,NALITABARI,4589
458990,SREEBARDI,4589
404751,KHULNA,4047
404712,BATIAGHATA,4047
404717,DACOPE,4047
404721,DAULATPUR,4047
404730,DUMURIA,4047
404740,DIGHALIA,4047
404745,KHALISHPUR,4047
404748,KHAN JAHAN ALI,4047
404753,KOYRA,4047
404764,PAIKGACHHA,4047
404769,PHULTALA,4047
404775,RUPSA,4047
404785,SONADANGA,4047
404794,TEROKHADA,4047
400108,BAGERHAT,4001
400114,CHITALMARI,4001
400134,FAKIRHAT,4001
400138,KACHUA,4001
400156,MOLLAHAT,4001
400158,MONGLA,4001
400160,MORRELGANJ,4001
400173,RAMPAL,4001
400177,SARANKHOLA,4001
401823,CHUADANGA,4018
401807,ALAMDANGA,4018
401831,DAMURHUDA,4018
401855,JIBAN NAGAR,4018
404147,JESSORE,4041
404104,ABHAYNAGAR,4041
404109,BAGHER PARA,4041
404111,CHAUGACHHA,4041
404123,JHIKARGACHHA,4041
404138,KESHABPUR,4041
404161,MANIRAMPUR,4041
404190,SHARSHA,4041
404419,JHENAIDAH,4044
404414,HARINAKUNDA,4044
404433,KALIGANJ,4044
404442,KOTCHANDPUR,4044
404471,MAHESHPUR,4044
404480,SHAILKUPA,4044
405079,KUSHTIA,4050
405015,BHERAMARA,4050
405039,DAULATPUR,4050
405063,KHOKSA,4050
405071,KUMARKHALI,4050
405094,MIRPUR KHULNA,4050
405557,MAGURA,4055
405566,MOHAMMADPUR KHULNA,4055
405585,SHALIKHA,4055
405595,SREEPUR,4055
405787,MEHERPUR,4057
405747,GANGNI,4057
405760,MUJIB NAGAR,4057
406576,NARAIL,4065
406528,KALIA,4065
406552,LOHAGARA,4065
408782,SATKHIRA,4087
408704,ASSASUNI,4087
408725,DEBHATA,4087
408743,KALAROA,4087
408747,KALIGANJ,4087
408786,SHYAMNAGAR,4087
408790,TALA,4087
302616,DHANMONDI,3026
302602,ADABOR,3026
302602,SHEKHERTEK,3026
302604,BADDA,3026
302604,AFTABNAGAR,3026
302605,BANGSHAL,3026
302605,TATIBAZAR,3026
302605,NAZIRA BAZAR,3026
302606,BIMAN BANDAR,3026
302607,BANANI,3026
302608,CANTONMENT,3026
302608,CMH,3026
302609,CHAK BAZAR,3026
302609,CHAWK BAZAR,3026
302610,DAKSHINKHAN,3026
302610,ASHIYAN CITY,3026
302610,MADYAPARA,3026
302610,GOALTEK,3026
302610,AINUSBAG,3026
302610,CIVIL AVIATION,3026
302611,DARUS SALAM,3026
302612,DEMRA,3026
302612,MATUAIL,3026
302614,DHAMRAI,3026
302618,DOHAR,3026
302621,BHASAN TEK,3026
302622,BHATARA,3026
302622,BASHUNDHARA,3026
302622,VATARA,3026
302624,GENDARIA,3026
302626,GULSHAN,3026
302626,BARIDARA,3026
302626,JAMUNA FUTURE PARK,3026
302626,NADDA,3026
302626,KALACHANDOUR,3026
302626,MOHAKHALI,3026
302628,HAZARIBAGH,3026
302628,JIGATOLA,3026
302629,JATRABARI,3026
302629,SHONIR AKHRA,3026
302630,KAFRUL,3026
302632,KADAMTALI,3026
302633,KALABAGAN,3026
302633,PANTHAPATH,3026
302633,GREEN ROAD,3026
302634,KAMRANGIR CHAR,3026
302636,KHILGAON,3026
302636,GORAN,3026
302637,KHILKHET,3026
302637,NIKUNJA,3026
302638,KERANIGANJ,3026
302640,KOTWALI,3026
302642,LALBAGH,3026
302642,AZIMPUR,3026
302642,PALASHI,3026
302642,BUET,3026
302648,MIRPUR,3026
302648,MONIPUR,3026
302648,KAZIPARA,3026
302648,KALLAYNPUR,3026
302648,SHEWRAPARA,3026
302648,GABTOLI,3026
302650,MOHAMMADPUR,3026
302650,MDPUR,3026
302650,SHYAMOLI,3026
302650,NICVD,3026
302650,TAJMAHAL ROAD,3026
302650,RING ROAD,3026
302650,NURJAHAN ROAD,3026
302650,LALMATIA,3026
302650,COLLEGE GATE,3026
302650,ASAD GATE,3026
302654,MOTIJHEEL,3026
302654,SHANTIBAGH,3026
302654,MALIBAGH,3026
302654,KAMALAPUR,3026
302655,SHANTINAGAR,3026
302655,SHIDDHESWARI,3026
302657,MUGDA PARA,3026
302662,NAWABGANJ,3026
302663,NEW MARKET,3026
302663,ELEPHANT ROAD,3026
302663,SCIENCE LAB,3026
302663,MIRPUR ROAD,3026
302664,PALLABI,3026
302665,PALTAN,3026
302665,SHEGUNBAGICHA,3026
302666,RAMNA,3026
302666,ESKATON,3026
302666,MOGBAZAR,3026
302679,HATIRJHEEL,3026
302679,MODHUBAGH,3026
302667,RAMPURA,3026
302668,SABUJBAGH,3026
302668,BASABO,3026
302669,BANASHREE,3026
302670,RUPNAGAR,3026
302672,SAVAR,3026
302673,SHAHJAHANPUR,3026
302674,SHAH ALI,3026
302675,SHAHBAGH,3026
302675,DHAKA UNIVERSITY,3026
302675,DHAKA MEDICAL COLLEGE,3026
302675,DMC,3026
302675,DU,3026
302676,SHYAMPUR,3026
302680,SHEREBANGLA NAGAR,3026
302680,AGARGOAN,3026
302688,SUTRAPUR,3026
302688,SADARGHAT,3026
302688,LUXMIBAZAR,3026
302688,FARIDABAD,3026
302688,BANGLABAZAR,3026
302690,TEJGAON,3026
302690,FARMGATE,3026
302690,NAKHALPARA,3026
302690,RASULBAG,3026
302692,TEJGAON IND. AREA,3026
302693,TURAG,3026
302694,UTTARA,3026
302694,UTTARA  PASCHIM,3026
302695,UTTARA  PURBA,3026
302696,UTTAR KHAN,3026
302698,WARI,3026
302698,GOPIBAGH,3026
302947,FARIDPUR,3029
302903,ALFADANGA,3029
302910,BHANGA,3029
302918,BOALMARI,3029
302921,CHAR BHADRASAN,3029
302956,MADHUKHALI,3029
302962,NAGARKANDA,3029
302984,SADARPUR,3029
302990,SALTHA,3029
303330,GAZIPUR,3033
303332,KALIAKAIR,3033
303334,KALIGANJ,3033
303335,TONGI,3033
303336,KAPASIA,3033
303386,SREEPUR,3033
303532,GOPALGANJ,3035
303543,KASHIANI,3035
303551,KOTALIPARA,3035
303558,MUKSUDPUR,3035
303591,TUNGIPARA,3035
304849,KISHOREGANJ,3048
304802,AUSTAGRAM,3048
304806,BAJITPUR,3048
304811,BHAIRAB,3048
304827,HOSSAINPUR,3048
304833,ITNA,3048
304842,KARIMGANJ,3048
304845,KATIADI,3048
304854,KULIAR CHAR,3048
304859,MITHAMAIN,3048
304876,NIKLI,3048
304879,PAKUNDIA,3048
304892,TARAIL,3048
305454,MADARIPUR,3054
305440,KALKINI,3054
305480,RAJOIR,3054
305487,SHIBCHAR,3054
305646,MANIKGANJ,3056
305610,DAULATPUR,3056
305622,GHIOR,3056
305628,HARIRAMPUR,3056
305670,SATURIA,3056
305678,SHIBALAYA,3056
305682,SINGAIR,3056
305956,MUNSHIGANJ,3059
305924,GAZARIA,3059
305944,LOHAJANG,3059
305974,SERAJDIKHAN,3059
305984,SREENAGAR,3059
305994,TONGIBARI,3059
306758,NARAYANGANJ,3067
306758,CHASHARA,3067
306702,ARAIHAZAR,3067
306704,SONARGAON,3067
306706,BANDAR,3067
306768,RUPGANJ,3067
306860,NARSINGDI,3068
306807,BELABO,3068
306852,MANOHARDI,3068
306863,PALASH,3068
306864,ROYPURA,3068
306876,SHIBPUR,3068
308276,RAJBARI,3082
308207,BALIAKANDI,3082
308229,GOALANDA,3082
308247,KALUKHALI,3082
308273,PANGSHA,3082
308669,SHARIATPUR,3086
308614,BHEDARGANJ,3086
308625,DAMUDYA,3086
308636,GOSAIRHAT,3086
308665,NARIA,3086
308694,ZANJIRA,3086
309395,TANGAIL,3093
309309,BASAIL,3093
309319,BHUAPUR,3093
309323,DELDUAR,3093
309325,DHANBARI,3093
309328,GHATAIL,3093
309338,GOPALPUR,3093
309347,KALIHATI,3093
309357,MADHUPUR,3093
309366,MIRZAPUR,3093
309376,NAGARPUR,3093
309385,SAKHIPUR,3093
200314,BANDARBAN,2003
200304,ALIKADAM,2003
200351,LAMA,2003
200373,NAIKHONGCHHARI,2003
200389,ROWANGCHHARI,2003
200391,RUMA,2003
200395,THANCHI,2003
201213,BRAHMANBARIA,2012
201213,B.BARIA,2012
201202,AKHAURA,2012
201204,BANCHHARAMPUR,2012
201207,BIJOYNAGAR,2012
201233,ASHUGANJ,2012
201263,KASBA,2012
201285,NABINAGAR,2012
201290,NASIRNAGAR,2012
201294,SARAIL,2012
201322,CHANDPUR,2013
201345,FARIDGANJ,2013
201347,HAIM CHAR,2013
201349,HAJIGANJ,2013
201358,KACHUA,2013
201376,MATLAB DAKSHIN,2013
201379,MATLAB UTTAR,2013
201395,SHAHRASTI,2013
201519,CHANDGAON,2015
201504,ANOWARA,2015
201506,BAYEJID BOSTAMI,2015
201508,BANSHKHALI,2015
201510,BAKALIA,2015
201512,BOALKHALI,2015
201518,CHANDANAISH,2015
201520,CHITTAGONG PORT,2015
201528,DOUBLE MOORING,2015
201533,FATIKCHHARI,2015
201535,HALISHAHAR,2015
201537,HATHAZARI,2015
201541,KOTWALI,2015
201542,CHAWKBAZAR,2015
201543,KHULSHI,2015
201547,LOHAGARA,2015
201553,MIRSHARAI,2015
201555,PAHARTALI,2015
201557,PANCHLAISH,2015
201561,PATIYA,2015
201565,PATENGA,2015
201570,RANGUNIA,2015
201574,RAOZAN,2015
201578,SANDWIP,2015
201582,SATKANIA,2015
201586,SITAKUNDA,2015
201967,COMILLA ADARSHA,2019
201909,BARURA,2019
201915,BRAHMAN PARA,2019
201918,BURICHANG,2019
201927,CHANDINA,2019
201931,CHAUDDAGRAM,2019
201933,COMILLA DAKSHIN,2019
201936,DAUDKANDI,2019
201940,DEBIDWAR,2019
201954,HOMNA,2019
201972,LAKSAM,2019
201974,MANOHARGANJ,2019
201975,MEGHNA,2019
201981,MURADNAGAR,2019
201987,NANGALKOT,2019
201994,TITAS,2019
202216,CHAKARIA,2022
202224,COX'S BAZAR,2022
202245,KUTUBDIA,2022
202249,MAHESHKHALI,2022
202256,PEKUA,2022
202266,RAMU,2022
202290,TEKNAF,2022
202294,UKHIA,2022
203029,FENI,2030
203014,CHHAGALNAIYA,2030
203025,DAGANBHUIYAN,2030
203041,FULGAZI,2030
203051,PARSHURAM,2030
203094,SONAGAZI,2030
204649,KHAGRACHHARI,2046
204643,DIGHINALA,2046
204661,LAKSHMICHHARI,2046
204665,MAHALCHHARI,2046
204667,MANIKCHHARI,2046
204670,MATIRANGA,2046
204677,PANCHHARI,2046
204680,RAMGARH,2046
205143,LAKSHMIPUR,2051
205133,KAMALNAGAR,2051
205158,ROYPUR,2051
205165,RAMGANJ,2051
205173,RAMGATI,2051
207587,NOAKHALI,2075
207507,BEGUMGANJ,2075
207510,CHATKHIL,2075
207521,COMPANIGANJ,2075
207536,HATIYA,2075
207547,KABIRHAT,2075
207580,SENBAGH,2075
207583,SONAIMURI,2075
207585,SUBARNACHAR,2075
208487,RANGAMATI,2084
208407,BAGHAICHHARI,2084
208421,BARKAL,2084
208425,KAWKHALI (BETBUNIA),2084
208429,BELAI CHHARI,2084
208436,KAPTAI,2084
208447,JURAI CHHARI,2084
208458,LANGADU  UPAZILA,2084
208475,NANIARCHAR,2084
208478,RAJASTHALI,2084
100651,BARISAL (KOTWALI),1006
100602,AGAILJHARA,1006
100603,BABUGANJ,1006
100607,BAKERGANJ,1006
100610,BANARI PARA,1006
100632,GAURNADI,1006
100636,HIZLA,1006
100662,MEHENDIGANJ,1006
100669,MULADI,1006
100694,WAZIRPUR,1006
100428,BARGUNA,1004
100409,AMTALI,1004
100419,BAMNA,1004
100447,BETAGI,1004
100485,PATHARGHATA,1004
100490,TALTALI,1004
100918,BHOLA,1009
100918,VOLA,1009
100921,BURHANUDDIN,1009
100925,CHAR FASSON,1009
100929,DAULAT KHAN,1009
100954,LALMOHAN,1009
100965,MANPURA,1009
100991,TAZUMUDDIN,1009
104240,JHALOKATI,1042
104243,KANTHALIA,1042
104273,NALCHITY,1042
104284,RAJAPUR,1042
107895,PATUAKHALI,1078
107838,BAUPHAL,1078
107852,DASHMINA,1078
107855,DUMKI,1078
107857,GALACHIPA,1078
107866,KALAPARA,1078
107876,MIRZAGANJ,1078
107897,RANGABALI,1078
107980,PIROJPUR,1079
107914,BHANDARIA,1079
107947,KAWKHALI,1079
107958,MATHBARIA,1079
107976,NAZIRPUR,1079
107987,NESARABAD (SWARUPKATI),1079
107990,ZIANAGAR,1079
